Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,679.5,423,1,0,1,1143,20,28,70,182.934,154.983,129.152,21.705,14.2853,5.91872, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,984.044,414.573,1,0,1,1057,20,34,64,178.26,154.939,125.89,20.4089,12.3301,4.49473, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,2156.75,367.75,1,0,1,416,13,28,65,197,176.409,157.293,16.3884,11.2637,4.49251, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1163.5,332,1,0,1,641,15,30,56,175.429,152.688,130.048,19.6997,12.2119,5.25247, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,1452,145.5,0,0,1,24,4,30,156,241.625,220.625,200.917,6.67019,8.42637,8.37629, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,1599,141.5,0,0,1,22,4,30,115,231.682,212.864,194.091,9.27035,10.7528,8.15992, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,2456.01,104.283,0,0,1,179,8,38,85,240.855,236.447,227.363,4.02709,6.57941,6.42774, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,1047.5,82,0,0,1,92,7,38,118,240.88,232.38,216.761,8.23043,13.2491,12.8911, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,2585.5,66,0,0,1,54,5,56,81,238.611,237.574,224.019,7.36081,7.58169,8.80667, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,822.5,9.5,0,0,1,321,12,60,43,240.492,240.312,233.511,2.28523,4.39912,8.71498, "2021-07-31 [6:22:54 PM]: no comment"
